customer_id,full_name,national_id_hash,passport_id_hash,date_of_birth,birth_country,birth_city,nationality,residency_country,residency_city,phone_number,email,occupation,employer_name,onboarding_date,account_open_date,account_status,kyc_level,customer_type,monthly_income_try,current_debt_try,pep_flag,sanctions_flag,watchlist_flag
C000042,Elif Aslan,b7d8df2247d512475b70,bea4f0ba6ded1098b23a,1981-07-25,TR,Antalya,TR,TR,Bursa,+905793931190,elif.aslan.861@mail.com,Sales Specialist,Anadolu Ticaret AS,2019-12-14,2020-02-06,ACTIVE,STANDARD,INDIVIDUAL,70596,269954,0,0,0
C000043,Asli Aslan,f86272da7e2ca6018d2c,d43d3be0c26d48e81a8e,1961-01-11,TR,Trabzon,TR,TR,Istanbul,+905753826165,asli.aslan.699@mail.com,Software Engineer,Liman Enerji AS,2022-01-04,2022-02-03,ACTIVE,ENHANCED,INDIVIDUAL,70658,10034,0,0,0
C000044,Mark Martin,c318797122d98d3c09b1,ff258ee5d4244cd73c39,1963-11-10,DE,Munich,GB,GB,London,+447071181511,mark.martin.191@mail.com,Freelancer,Nova Lojistik Grup,2020-05-13,2020-06-21,ACTIVE,BASIC,INDIVIDUAL,84493,155686,0,0,0
C000045,Derya Acar,04e60a29502eb11a11d1,dffa2832802d0de324f8,1979-04-11,TR,Izmir,TR,TR,Konya,+905624097223,derya.acar.450@mail.com,Nurse,Global Teknoloji Holding,2021-05-10,2021-05-30,ACTIVE,STANDARD,INDIVIDUAL,38482,106222,0,0,0
C000046,Anna Brown,b36d9b888babc51bc819,1aaedff41c43cfdcf411,1978-11-02,DE,Berlin,NL,NL,Amsterdam,+407833523858,anna.brown.746@mail.com,Accountant,Nova Insaat Grup,2018-04-19,2018-06-06,ACTIVE,ENHANCED,INDIVIDUAL,64592,111185,0,0,0
C000047,Artem Muller,3e7ab7ff57ad354c61b8,adbabd362729d187b6dc,1976-04-09,AE,Dubai,AE,AE,Dubai,+999173598655,artem.muller.849@mail.com,Sales Specialist,Zen Danismanlik Grup,2019-12-01,2019-12-01,ACTIVE,STANDARD,INDIVIDUAL,64250,57444,0,0,0
C000048,Buse Ozdemir,6eaa8f493ef57997b5d5,964d8a0f17f4257f6a31,1979-09-22,TR,Konya,TR,TR,Ankara,+905156929752,buse.ozdemir.912@mail.com,Doctor,Atlas Insaat Holding,2024-11-15,2024-11-26,ACTIVE,BASIC,INDIVIDUAL,196114,9420,0,0,0
C000049,Omar Wilson,209de0a2af838060a45c,cb3f883743b5f3bea978,1958-08-07,GB,London,RU,RU,Moscow,+886635074630,omar.wilson.503@mail.com,Freelancer,Atlas Teknoloji Ltd,2019-11-22,2019-11-29,ACTIVE,STANDARD,INDIVIDUAL,41103,5725,0,0,0
C000050,Elif Acar,07f6ce83980dd0d052be,4beb226308149df9366a,1965-07-06,TR,Bursa,TR,TR,Gaziantep,+905845346238,elif.acar.200@mail.com,Small Business Owner,Anadolu Lojistik Holding,2020-04-27,2020-05-16,ACTIVE,BASIC,INDIVIDUAL,161726,639377,0,0,0
C000051,Lucas Petrov,16e9fe4d45bc0ffd8911,21037d978321070b2541,1973-05-17,QA,Doha,NL,TR,Izmir,+905954479378,lucas.petrov.20@mail.com,Small Business Owner,Delta Lojistik AS,2021-04-05,2021-04-11,ACTIVE,STANDARD,INDIVIDUAL,60288,3888,0,0,0
C000052,Fatma Acar,f9bab8205006647b0ad8,91ff3913bc2af97e9288,2005-04-28,TR,Ankara,TR,TR,Kayseri,+905297954109,fatma.acar.775@mail.com,Doctor,Mavi Insaat Ltd,2022-08-14,2022-09-15,ACTIVE,BASIC,INDIVIDUAL,119039,425762,0,0,0
C000053,Mert Bulut,baad73456c64e29aafec,9895ba0642f49041c4a4,1976-05-18,TR,Adana,TR,TR,Trabzon,+905637837056,mert.bulut.657@mail.com,Teacher,Atlas Saglik AS,2019-08-12,2019-09-14,ACTIVE,ENHANCED,INDIVIDUAL,32631,177159,0,0,0
C000054,Zeynep Karaca,0bb06cce9f422f30e0c6,e118e2ec1fd900ab5383,1968-03-02,TR,Adana,TR,TR,Gaziantep,+905609139532,zeynep.karaca.718@mail.com,Student,Delta Teknoloji Ltd,2024-11-09,2024-11-18,ACTIVE,BASIC,INDIVIDUAL,18756,38672,0,0,0
C000055,Veli Yildiz,f7e23f5a8b98cc60d0a9,f5eab37b39d8012e36cc,1999-05-18,TR,Istanbul,TR,TR,Gaziantep,+905493211340,veli.yildiz.322@mail.com,Retired,Atlas Enerji AS,2020-03-19,2020-04-15,ACTIVE,BASIC,INDIVIDUAL,16677,57881,0,0,0
C000056,Ali Polat,33f63bb0f7a13cd9c649,ddff4d7f544ac462ddf9,2001-08-22,TR,Ankara,TR,TR,Izmir,+905046144672,ali.polat.65@mail.com,Freelancer,Liman Saglik Grup,2021-09-01,2021-09-21,ACTIVE,BASIC,INDIVIDUAL,64880,347665,0,0,0
C000057,Elif Sahin,2f9e34ffcf18ca8fd4bd,38c63dd391f401a6f5cc,1981-11-19,TR,Antalya,TR,TR,Trabzon,+905402781170,elif.sahin.280@mail.com,Teacher,Anadolu Lojistik Grup,2019-08-07,2019-09-09,ACTIVE,BASIC,INDIVIDUAL,58028,107688,0,0,0
C000058,Elif Kaya,811dada0aa26ed4315c2,417ddb6d0ba1b95687a0,1969-09-27,TR,Trabzon,TR,TR,Bursa,+905001488940,elif.kaya.709@mail.com,Sales Specialist,Anadolu Saglik Holding,2021-11-02,2021-12-04,ACTIVE,STANDARD,INDIVIDUAL,33881,181041,0,0,0
C000059,Ahmet Demir,b812240e730fc1776627,65b39f968c759bcf4e58,2002-09-24,TR,Antalya,TR,TR,Bursa,+905095204996,ahmet.demir.62@mail.com,Accountant,Delta Ticaret AS,2022-06-08,2022-06-09,ACTIVE,STANDARD,INDIVIDUAL,36628,32698,0,0,0
C000060,Zeynep Ozdemir,eb0045327cd04b79a48e,6193b8665f6925680ed7,1976-09-11,TR,Konya,TR,TR,Istanbul,+905163469133,zeynep.ozdemir.185@mail.com,Small Business Owner,Zen Danismanlik Holding,2023-12-11,2023-12-26,ACTIVE,STANDARD,INDIVIDUAL,152286,980186,0,0,0
C000061,Fatma Cetin,21010019bea60805a041,b29edff84b2c2469b5fc,1985-03-19,TR,Bursa,TR,TR,Konya,+905587891119,fatma.cetin.403@mail.com,Nurse,Liman Lojistik AS,2020-09-23,2020-10-01,ACTIVE,BASIC,INDIVIDUAL,47932,179394,0,0,0
C000062,Ece Celik,2b581d16e48ecee59ae5,5a30b9ce447c242553c3,1987-02-23,TR,Istanbul,TR,TR,Izmir,+905839945696,ece.celik.196@mail.com,Doctor,Global Saglik Holding,2021-01-04,2021-01-26,ACTIVE,STANDARD,INDIVIDUAL,157817,152144,0,0,0
C000063,Can Demir,597dd42b04eed163f8d5,4a9c50a0503bc5e1e6c0,1979-12-25,TR,Kayseri,TR,TR,Bursa,+905355542725,can.demir.238@mail.com,Retired,Global Teknoloji AS,2023-03-03,2023-04-11,ACTIVE,ENHANCED,INDIVIDUAL,14269,14510,0,0,0
C000064,Kerem Karaca,8fbfd85b34f7c8a98a16,bed792fd739229861de5,1978-03-16,TR,Kayseri,TR,TR,Istanbul,+905664358285,kerem.karaca.512@mail.com,Software Engineer,Nova Ticaret AS,2018-09-25,2018-10-04,ACTIVE,BASIC,INDIVIDUAL,109287,502425,0,0,0
C000065,Omer Yildiz,ca00fe67170e59cba418,4db4574e1b68c7726a91,1997-12-05,TR,Konya,TR,TR,Gaziantep,+905054735170,omer.yildiz.71@mail.com,Doctor,Liman Ticaret Holding,2021-08-18,2021-09-09,DORMANT,BASIC,INDIVIDUAL,204811,1423105,0,0,0
C000066,Mert Bulut,1f45b1f543741323f9dc,355975eb1a36ad713b72,1998-11-03,TR,Istanbul,TR,TR,Istanbul,+905888064395,mert.bulut.454@mail.com,Student,Zen Enerji Ltd,2024-01-02,2024-02-08,ACTIVE,STANDARD,INDIVIDUAL,11466,60178,0,0,0
C000067,Lucas Lopez,b8838b75a5c4764b5cfd,05e04a711c0e5bc94844,1969-10-21,DE,Berlin,RU,TR,Adana,+905977734771,lucas.lopez.630@mail.com,Nurse,Mavi Lojistik AS,2019-01-02,2019-01-24,ACTIVE,STANDARD,INDIVIDUAL,75030,420631,0,0,0
C000068,Veli Kaya,31cb3f836935a129242a,cc5223044b73c45a3013,1970-03-04,TR,Ankara,TR,TR,Kayseri,+905094954021,veli.kaya.790@mail.com,Small Business Owner,Mavi Danismanlik Grup,2019-11-02,2019-11-18,ACTIVE,BASIC,INDIVIDUAL,127439,797061,0,0,0
C000069,Ceren Sahin,5a70fac3663f5a3f2849,335e8d45a0f8fcffe148,1980-10-01,TR,Adana,TR,TR,Ankara,+905746595904,ceren.sahin.335@mail.com,Student,Atlas Lojistik Ltd,2023-05-21,2023-06-30,ACTIVE,BASIC,INDIVIDUAL,16770,14344,0,0,0
C000070,Emir Cetin,c44e3a276157e2ee8623,7967cc8c90d054038168,1961-04-20,TR,Gaziantep,TR,TR,Adana,+905316128846,emir.cetin.135@mail.com,Nurse,Global Lojistik Ltd,2018-05-08,2018-06-13,ACTIVE,STANDARD,INDIVIDUAL,39938,35871,0,0,0
C000071,Ali Sahin,763eb1992a596c05b628,5ac7c5dac066e91aab75,2001-11-08,TR,Adana,TR,TR,Konya,+905794065747,ali.sahin.675@mail.com,Doctor,Anadolu Ticaret Ltd,2021-08-19,2021-10-10,ACTIVE,ENHANCED,INDIVIDUAL,125141,403434,0,0,0
C000072,Omer Demir,64779fe7dd272b9e835d,7b68b7296c9db59000d5,1982-06-15,TR,Ankara,TR,TR,Bursa,+905017334330,omer.demir.874@mail.com,Nurse,Liman Saglik Ltd,2022-04-06,2022-06-03,DORMANT,BASIC,INDIVIDUAL,77337,486546,0,0,0
C000073,Ali Kaya,14672ec6c2b858ae0381,7658d98b4f97036945f3,1971-12-08,TR,Bursa,TR,TR,Konya,+905397172880,ali.kaya.670@mail.com,Small Business Owner,Zen Saglik AS,2020-11-21,2020-12-19,ACTIVE,BASIC,INDIVIDUAL,138750,795472,0,0,0
C000074,Omer Polat,450fd2dc0484e5386717,05abff6332d985a88670,1993-06-20,TR,Izmir,TR,TR,Izmir,+905887324256,omer.polat.677@mail.com,Accountant,Atlas Enerji AS,2020-09-12,2020-10-14,ACTIVE,BASIC,INDIVIDUAL,87688,339371,0,0,0
C000075,Fatma Dogan,e70dc4d6a2f2ef0d97a8,7a03888546849cbeff4e,1996-04-20,TR,Gaziantep,TR,TR,Gaziantep,+905484229751,fatma.dogan.196@mail.com,Retired,Mavi Enerji Ltd,2020-06-27,2020-06-28,ACTIVE,ENHANCED,INDIVIDUAL,24586,42587,0,0,0
C000076,Derya Yilmaz,34a00fc79be4e74dd9a9,02f1c62e3947a00573ca,2002-10-23,TR,Izmir,TR,TR,Istanbul,+905055922598,derya.yilmaz.76@mail.com,Accountant,Global Ticaret AS,2021-12-25,2022-01-17,ACTIVE,STANDARD,INDIVIDUAL,45589,157205,0,0,0
C000077,Can Ozdemir,a1bd15230acd85014906,62099c2ad0c3fd643237,1983-04-17,TR,Izmir,TR,TR,Bursa,+905683591433,can.ozdemir.40@mail.com,Student,Liman Ticaret Holding,2020-02-07,2020-03-25,ACTIVE,BASIC,INDIVIDUAL,24203,165897,0,0,0
C000078,Omar Martin,87f3206f2de65da9b3dc,bc1defdd0af203599580,1993-10-11,GB,London,AE,AE,Dubai,+847021030317,omar.martin.875@mail.com,Freelancer,Global Ticaret Holding,2023-10-19,2023-11-25,ACTIVE,STANDARD,INDIVIDUAL,27388,165118,0,0,0
C000079,Sofia Johnson,8458988dae4d2e4361a3,e219be82721e70517825,1972-02-04,QA,Doha,AZ,AZ,Baku,+994723444050,sofia.johnson.987@mail.com,Teacher,Anadolu Danismanlik AS,2019-01-05,2019-02-23,ACTIVE,ENHANCED,INDIVIDUAL,48396,41697,0,0,1
C000080,Veli Kilic,c84a4f91c11d35173372,ab57793807598a3e912b,1974-03-03,TR,Trabzon,TR,TR,Istanbul,+905251375303,veli.kilic.670@mail.com,Teacher,Atlas Saglik Holding,2024-03-02,2024-03-05,ACTIVE,STANDARD,INDIVIDUAL,40696,4015,0,0,0
C000081,Deniz Aslan,3c4bba09216e9761cd61,b841faafb8ac2c3a3434,1998-05-06,TR,Trabzon,TR,TR,Konya,+905044585602,deniz.aslan.605@mail.com,Small Business Owner,Nova Danismanlik AS,2020-11-19,2020-12-05,ACTIVE,STANDARD,INDIVIDUAL,31747,68550,0,0,0
C000082,Ceren Demir,5bc4f976d898d4408a97,2e087ba206870b51d662,1978-02-10,TR,Adana,TR,TR,Kayseri,+905788825839,ceren.demir.962@mail.com,Small Business Owner,Liman Teknoloji Holding,2018-09-23,2018-09-24,ACTIVE,BASIC,INDIVIDUAL,47018,217629,0,0,0
C000083,Ece Demir,db73f029154fdbcc7ce6,aa7a66b9d98b928e8da1,1972-05-16,TR,Bursa,TR,TR,Ankara,+905694812706,ece.demir.450@mail.com,Teacher,Atlas Saglik Ltd,2020-04-07,2020-04-20,ACTIVE,STANDARD,INDIVIDUAL,54591,83861,0,0,0
C000084,Liam Ivanov,3df95665c125c1181aff,f556458f5e85e3ee264f,1983-04-22,QA,Doha,NL,NL,Amsterdam,+396694170017,liam.ivanov.56@mail.com,Retired,Nova Danismanlik Holding,2022-03-10,2022-05-05,ACTIVE,BASIC,INDIVIDUAL,15594,84262,0,0,0
C000085,Veli Dogan,5b8aaecb1d6e7533d69d,c828f33ef74f09a0ee51,1996-06-11,TR,Trabzon,TR,TR,Adana,+905662064536,veli.dogan.626@mail.com,Doctor,Mavi Enerji AS,2023-01-17,2023-03-05,ACTIVE,STANDARD,INDIVIDUAL,235599,1597837,0,0,0
C000086,Elif Aksoy,1b397038a49b38060c8e,757b27d75831faaef1c2,1981-03-06,TR,Bursa,TR,TR,Ankara,+905038389198,elif.aksoy.116@mail.com,Teacher,Anadolu Danismanlik Holding,2024-08-07,2024-09-16,ACTIVE,BASIC,INDIVIDUAL,38350,7688,0,0,0
C000087,Ece Cetin,71fda209ba4781781cdf,396aeacccd36e810052a,1992-01-24,TR,Adana,TR,TR,Gaziantep,+905603171832,ece.cetin.814@mail.com,Sales Specialist,Anadolu Saglik Holding,2023-12-20,2024-02-04,ACTIVE,STANDARD,INDIVIDUAL,60142,172826,0,0,0
C000088,Artem Wilson,8e0d7fc5dbcc4ca070a9,1fa09636abcb3e171152,1985-10-14,NL,Amsterdam,AE,AE,Dubai,+769848165762,artem.wilson.395@mail.com,Teacher,Zen Yazilim Grup,2018-08-04,2018-08-26,ACTIVE,ENHANCED,INDIVIDUAL,48558,190758,0,0,0
